UMAP1,UMAP2,label
-0.43779615,-3.8389633,intergenic
-0.28042507,-4.1863256,intergenic
-0.08520636,-4.3012114,intergenic
-0.43069404,-3.8411264,intergenic
1.80509,3.3499928,intergenic
0.4170501,4.106823,intergenic
0.025112223,4.3415174,intergenic
-0.25600147,5.031058,intergenic
-0.38744715,5.7089295,intergenic
0.2816736,6.293433,intergenic
1.642515,6.793741,intergenic
2.02296,7.0180254,intergenic
2.016102,7.0106106,intergenic
1.7151947,6.420131,intergenic
1.5073974,4.6528015,intergenic
2.726842,2.9895055,intergenic
3.2192929,2.9482853,intergenic
7.181266,2.5694573,intergenic
7.0165124,2.2162466,intergenic
7.2227473,2.2262595,intergenic
7.557199,2.1546555,intergenic
7.8321795,2.2201664,intergenic
7.934017,2.486518,intergenic
7.891954,3.8914783,intergenic
8.670752,4.2254624,intergenic
8.517263,4.229804,intergenic
8.727521,4.1320734,intergenic
12.763949,3.24949,intergenic
12.825643,3.190611,intergenic
12.795902,3.2080293,intergenic
12.766087,3.248533,intergenic
11.015715,1.1620249,intergenic
10.74963,1.4545807,intergenic
10.950993,1.226726,intergenic
11.04495,0.97729456,intergenic
12.550397,1.1697847,intergenic
13.192887,1.1988721,intergenic
13.582191,0.8280668,intergenic
13.723785,0.4599477,intergenic
13.723077,0.3571267,intergenic
13.312022,0.24124096,intergenic
11.874791,-0.90453935,intergenic
11.665263,-1.0401928,intergenic
11.276322,-1.4994314,intergenic
10.6721735,-2.147988,intergenic
10.619132,-2.1965952,intergenic
10.462795,-2.315355,intergenic
10.45612,-2.3062987,intergenic
10.564901,-2.21582,intergenic
10.569602,-2.1895401,intergenic
10.513123,-2.1905658,intergenic
10.559584,-2.0984764,intergenic
10.474252,-2.0238504,intergenic
10.491758,-1.745735,intergenic
10.749431,-0.6729387,intergenic
10.783178,-0.37463477,intergenic
10.656091,-0.25000164,intergenic
10.751195,0.10605939,intergenic
10.74414,-0.1261624,intergenic
10.737978,-0.10559684,intergenic
10.940355,0.49568006,intergenic
10.895988,0.5279446,intergenic
12.313763,0.6640113,intergenic
12.502328,0.6242271,intergenic
12.703734,0.5749055,intergenic
12.383256,0.5762989,intergenic
11.96976,0.45691076,intergenic
11.025017,0.6977416,intergenic
11.007599,0.49205497,intergenic
10.949582,0.5444163,intergenic
10.915622,0.433609,intergenic
10.932134,0.47059673,intergenic
10.919185,0.49982032,intergenic
10.892764,0.52767944,intergenic
10.849691,0.68153846,intergenic
10.628426,0.8769288,intergenic
9.245072,2.5212069,intergenic
7.5969057,2.234627,intergenic
6.7145824,2.0735943,intergenic
2.6766608,1.8928602,intergenic
2.9134345,1.9955775,intergenic
3.159092,2.4785342,intergenic
2.858218,2.7533166,intergenic
2.4493406,2.6468823,intergenic
1.4344754,2.5464404,intergenic
-1.3710338,-3.3065553,intergenic
-1.270882,-3.1932914,intergenic
-1.3047392,-3.156209,intergenic
-1.3544685,-3.1860113,intergenic
-1.307612,-3.1769667,intergenic
-1.1187383,-3.0433998,intergenic
-1.1932268,-3.0242662,intergenic
-1.4550036,-3.0047135,intergenic
-1.3556485,-2.8170104,intergenic
-0.69461095,-3.0721135,intergenic
-0.34487635,-3.047275,intergenic
-0.22834165,-3.1225028,intergenic
-0.022248015,-3.1106935,intergenic
0.41146514,-3.200779,intergenic
0.6425879,-3.2177627,intergenic
0.86343586,-3.1348178,intergenic
0.8762182,-3.1325274,intergenic
0.870187,-3.1014233,intergenic
0.71372855,-3.2737446,intergenic
0.6232524,-3.3405123,intergenic
0.41617033,-3.5725112,intergenic
-0.10833335,-4.43574,intergenic
-0.13972795,-4.295212,intergenic
-0.39453062,-4.0219045,intergenic
-0.37716097,-4.2196016,intergenic
-0.43309346,-4.050901,intergenic
-0.67655534,-3.9077926,intergenic
-0.66859657,-4.154627,intergenic
-0.6649264,-4.2144265,intergenic
-0.6554798,-4.0774627,intergenic
-0.55927384,-4.0070767,intergenic
-0.70472074,-4.1083293,intergenic
-0.23157758,-4.4201875,intergenic
-0.12761307,-4.400894,intergenic
-0.43657768,-3.9156525,intergenic
1.0501419,3.7360399,intergenic
0.48036772,4.0541224,intergenic
-0.026865395,4.29531,intergenic
-0.1693736,4.9080544,intergenic
-0.40666062,5.6503906,intergenic
0.17234619,6.2109413,intergenic
1.4371948,6.7431602,intergenic
2.0778883,7.013027,intergenic
1.8605024,6.8692055,intergenic
1.6699791,6.621547,intergenic
1.5140855,5.143584,intergenic
2.373542,3.0608063,intergenic
12.150858,4.289069,intergenic
12.118071,4.2405024,intergenic
12.251264,4.259582,intergenic
12.2392235,4.3458304,intergenic
12.329202,4.282485,intergenic
12.63276,3.6225216,intergenic
12.098562,3.503637,intergenic
7.7704983,4.8458896,intergenic
9.025933,3.7358358,intergenic
10.931949,1.0335513,intergenic
11.181767,1.1553863,intergenic
10.8913965,1.0083715,intergenic
10.65621,1.2344112,intergenic
8.781644,4.254785,intergenic
8.658266,4.317053,intergenic
9.813281,3.297732,intergenic
9.926805,3.4145877,intergenic
12.507198,3.3634932,intergenic
12.797748,3.1920922,intergenic
14.068214,1.5585703,intergenic
14.16335,1.4628781,intergenic
14.131382,1.7811124,intergenic
14.202058,1.57743,intergenic
13.052906,1.3827367,intergenic
10.954837,1.6376692,intergenic
10.955863,1.3627052,intergenic
11.009204,0.91579074,intergenic
10.658488,0.7547546,intergenic
10.862237,0.4851273,intergenic
10.639634,0.15808722,intergenic
10.594053,-0.19220613,intergenic
10.522356,-0.6868972,intergenic
10.618953,-1.1686584,intergenic
10.5904455,-1.3036505,intergenic
10.368153,-1.4881526,intergenic
9.923124,-2.4014347,intergenic
9.905904,-2.4185255,intergenic
9.837619,-2.4270399,intergenic
9.982197,-1.6924616,intergenic
9.855558,-2.3002892,intergenic
10.095481,-2.1501741,intergenic
10.136793,-1.8358771,intergenic
10.080916,-2.2301314,intergenic
10.069793,-2.111761,intergenic
10.618449,-0.88408375,intergenic
10.561724,-0.80176544,intergenic
10.538887,-0.85678726,intergenic
10.58475,-0.74047804,intergenic
10.592071,-0.7832781,intergenic
10.603978,-0.6479324,intergenic
10.851762,-0.46197504,intergenic
10.963915,-0.48240402,intergenic
10.807301,-0.47933352,intergenic
10.828784,-0.3686414,intergenic
8.151159,1.411025,intergenic
8.228389,2.5329506,intergenic
8.574066,3.0263553,intergenic
8.174096,3.4512007,intergenic
7.7013783,4.217514,intergenic
7.7525396,4.315933,intergenic
7.7895126,4.3798437,intergenic
8.55655,4.335685,intergenic
9.731657,3.039201,intergenic
10.130586,2.7946925,intergenic
10.772717,1.9956205,intergenic
10.913244,1.8837074,intergenic
10.701529,1.9082861,intergenic
9.320283,4.0572047,intergenic
6.2631674,6.4974103,intergenic
6.3057036,6.404465,intergenic
6.7215376,4.741191,intergenic
6.433846,5.0446486,intergenic
6.329985,5.1304936,intergenic
6.3274117,5.2001214,intergenic
6.422229,5.0893564,intergenic
6.3477054,5.169886,intergenic
6.307198,5.091086,intergenic
6.3352795,5.1220956,intergenic
6.5745053,4.9205556,intergenic
6.356905,6.307445,intergenic
6.293536,6.38931,intergenic
8.632539,4.70303,intergenic
13.1357565,4.1693144,intergenic
5.9921412,2.0564394,intergenic
1.507662,4.371353,intergenic
1.5968876,5.4752426,intergenic
1.7223778,6.628808,intergenic
1.9944311,6.9958096,intergenic
2.0063536,7.0978966,intergenic
1.5660796,6.9370775,intergenic
0.35166368,6.3681593,intergenic
-0.35037056,5.7288723,intergenic
-0.29921404,5.145727,intergenic
-0.009972116,4.4513655,intergenic
0.37263238,4.098351,intergenic
-0.027952889,2.398215,intergenic
-0.6923764,2.1359398,intergenic
-0.9350132,2.1797318,intergenic
-1.3930881,2.0850275,intergenic
-1.5923508,2.1664073,intergenic
-2.11071,2.6220677,intergenic
-2.1630125,2.6561108,intergenic
-2.0594451,2.6228774,intergenic
-2.1384394,2.6379719,intergenic
-2.1248024,2.645839,intergenic
-1.6023393,2.1055346,intergenic
-1.3469735,1.9717141,intergenic
-1.2626498,1.8492028,intergenic
-0.8336414,1.7995673,intergenic
-0.7100171,1.7180405,intergenic
-0.6677593,1.7063359,intergenic
-1.1625566,1.7245783,intergenic
-1.700897,1.1573572,intergenic
-1.9445766,0.89472014,intergenic
-1.998616,0.8618619,intergenic
-2.11965,0.7164339,intergenic
-2.3093386,0.58017033,intergenic
-2.421159,0.46421948,intergenic
-2.4545705,0.44269958,intergenic
-2.449156,0.3972143,intergenic
-2.4690056,0.42361245,intergenic
-2.500725,0.40021285,intergenic
-2.5196786,0.45046252,intergenic
-2.376643,0.6073124,intergenic
-2.502521,0.46423182,intergenic
-2.4677742,0.51580733,intergenic
-1.9185572,-3.309996,intron
-2.0478783,-3.222092,intron
-1.7831944,-3.1895494,intron
-1.2936178,-3.101748,intron
-2.0404282,-3.3272977,intron
-1.7098676,-2.9382951,intron
-1.7821022,-3.220973,intron
-0.8099924,-3.1369991,intron
-0.16182186,-4.482029,intergenic
-0.76141167,-4.2759027,intergenic
-0.75904834,-4.4449024,intergenic
-0.729997,-4.478363,intergenic
-0.9031929,-4.1662927,intergenic
-0.9065143,-4.2641277,intergenic
-0.83062243,-4.3576803,intergenic
-0.8186807,-4.255397,intergenic
-0.81546414,-4.243812,intergenic
-0.8756889,-4.180285,intergenic
-0.5457755,-4.363923,intergenic
-0.1466463,-4.504356,intergenic
-0.21510194,-4.4479985,intergenic
0.031203574,2.9098446,intergenic
0.5046771,3.9764917,intergenic
-0.052639134,4.1893134,intergenic
-0.2064788,4.5473785,intergenic
-0.46991202,5.5175176,intergenic
-0.17296666,5.9322057,intergenic
0.81462663,6.5845838,intergenic
1.393158,7.1080494,intergenic
1.6859058,7.3423395,intergenic
1.5122981,7.160079,intergenic
1.5447766,7.057621,intergenic
1.5242206,6.679486,intergenic
1.4159043,4.934188,intergenic
1.7064269,3.592508,intergenic
5.7398343,1.3778325,intergenic
6.1680374,2.1507726,intergenic
8.2648325,3.58608,intergenic
9.906954,4.387919,intergenic
7.976229,3.185857,intergenic
6.256441,3.342251,intergenic
6.094273,3.33109,intergenic
5.941006,3.3925495,intergenic
5.953492,3.3480263,intergenic
6.1712008,3.3240333,intergenic
6.6214223,3.1328135,intergenic
7.0920787,3.1825519,intergenic
7.647319,3.8378847,intergenic
7.3984776,4.4234376,intergenic
10.148539,2.9697332,intergenic
12.569249,2.7400875,intergenic
12.579173,2.8364875,intergenic
13.068815,2.6025052,intergenic
12.867724,2.602139,intergenic
13.240126,2.4161515,intergenic
13.132419,1.8710666,intergenic
10.837183,2.6402054,intergenic
7.722773,1.9586463,intergenic
6.0276685,1.3733795,intergenic
4.0219336,0.92515564,intergenic
3.7971818,1.0114795,intergenic
5.571565,1.8594859,intergenic
6.1016803,1.5951011,intergenic
6.092231,1.4362814,intergenic
6.5325775,0.9894717,intergenic
7.1808505,2.2162755,intergenic
9.281142,3.937892,intergenic
9.863274,4.16722,intergenic
5.854452,1.8532934,intergenic
5.669688,1.9595481,intergenic
5.229336,2.2110593,intergenic
6.510687,2.3410342,intergenic
7.8403106,2.7080534,intergenic
9.572874,2.4966743,intergenic
9.43694,1.5767304,intergenic
11.53613,0.1808113,intergenic
8.798922,2.9621258,intergenic
8.400216,1.6504916,intergenic
8.453632,2.0191748,intergenic
8.88666,1.7582924,intergenic
9.531447,0.41520447,intergenic
9.766155,1.4790858,intergenic
9.8144455,1.1436765,intergenic
9.665473,0.6864334,intergenic
10.250343,0.8125613,intergenic
10.588624,0.20333101,intergenic
10.141909,-0.48423615,intergenic
9.534636,-0.3928378,intergenic
9.580364,-0.37008104,intergenic
9.282444,-0.10137055,intergenic
8.96211,0.7217538,intergenic
9.305057,0.4456705,intergenic
9.375108,-0.018541481,intergenic
11.6580305,-0.0230478,intergenic
9.867864,0.6359126,intergenic
9.938371,0.2446343,intergenic
10.186922,0.2401125,intergenic
10.494512,0.4438158,intergenic
10.616923,0.4193145,intergenic
10.669175,0.015556056,intergenic
10.555075,0.38838673,intergenic
10.522929,0.3584362,intergenic
10.58974,0.4877569,intergenic
10.233052,0.57975495,intergenic
12.16258,0.27122247,intergenic
11.706984,0.9944452,intergenic
10.138372,0.53134406,intergenic
10.305527,0.19219874,intergenic
10.087325,0.4066461,intergenic
10.180786,0.38443306,intergenic
10.581778,0.30813634,intergenic
11.660643,0.29581958,intergenic
10.007712,2.077432,intergenic
8.789556,3.686039,intergenic
8.94062,2.5420592,intergenic
8.708196,1.9997199,intergenic
7.005238,0.7691949,intergenic
7.629083,-1.1018745,intergenic
7.6329174,-1.329503,intergenic
7.8695073,-2.456748,intergenic
8.295262,-2.669315,intergenic
8.255118,-2.63614,intergenic
8.31762,-2.5859022,intergenic
8.442618,-2.499845,intergenic
8.915242,-2.0135422,intergenic
9.860214,0.13235146,intergenic
9.9101925,0.80121416,intergenic
10.907174,1.36718,intergenic
10.143905,2.4945014,intergenic
9.934793,2.2554705,intergenic
9.337849,1.7000421,intergenic
8.667401,1.3153179,intergenic
8.574086,1.4485987,intergenic
9.1000595,0.48425636,intergenic
9.014179,0.52732545,intergenic
8.819134,0.78420913,intergenic
8.984768,0.7366707,intergenic
9.04378,0.75749665,intergenic
10.098091,-0.19797143,intergenic
10.1944895,-0.18650705,intergenic
10.486165,0.30642265,intergenic
11.864238,1.2525631,intergenic
13.849643,1.2622937,intergenic
14.09912,0.992505,intergenic
14.154372,1.4998605,intergenic
14.209737,1.7431366,intergenic
13.916191,1.5813874,intergenic
14.273568,1.7325,intergenic
13.818077,2.0441709,intergenic
12.989115,3.0762281,intergenic
11.801963,3.3089614,intergenic
7.314679,5.7910233,intergenic
7.213909,5.8268313,intergenic
7.2751327,5.8385367,intergenic
8.485689,3.9700425,intergenic
8.122045,2.8420916,intergenic
8.064457,3.527607,intergenic
7.74956,3.7086937,intergenic
8.557111,2.8985596,intergenic
8.5628605,2.6404119,intergenic
8.150259,2.4313612,intergenic
8.739042,3.747176,intergenic
9.361134,3.6622639,intron
10.803784,2.876629,intron
11.393582,2.8243206,intron
10.972786,1.7997314,intron
11.201817,1.5204405,intron
10.51791,1.3708801,intron
9.998909,1.8413026,intron
10.471314,1.4953381,intron
9.875896,2.1389098,intron
7.819928,5.3930483,intron
8.718504,3.2223148,intron
7.9965277,3.9355173,intron
7.836546,4.470795,intron
7.8883142,3.6343098,intron
7.7042313,3.7741234,intron
8.946893,3.1043093,intron
8.707915,3.391687,intron
8.737906,3.6878495,intron
8.118166,3.2506518,intron
8.765709,3.162253,intron
8.089524,2.7420204,intron
7.90091,3.0206838,intron
9.052452,-1.6366552,intergenic
9.57254,-0.38891137,intergenic
9.567701,-0.7140499,intergenic
9.502142,-0.6919249,intergenic
9.467954,-0.20400979,intergenic
9.4227,-0.35601804,intergenic
8.843754,0.72288007,intergenic
8.402619,1.9311011,intergenic
8.760625,2.9541078,intergenic
9.443787,4.267561,intergenic
9.712191,4.297517,intergenic
9.800582,4.2852283,intergenic
10.500266,3.3030195,intergenic
12.694998,2.4362457,intergenic
13.551866,1.5577586,intergenic
11.05074,0.7870652,intergenic
9.816555,-0.35667804,intergenic
7.570671,-2.7537193,intergenic
7.6995864,-2.665001,intergenic
7.871021,-2.2023113,intergenic
7.7774096,-2.1841254,intergenic
7.785808,-0.69408,intergenic
12.974277,0.34100524,intergenic
12.954376,0.27288666,intergenic
13.102118,0.12627512,intergenic
12.748305,-0.08517732,intergenic
12.825789,-0.09258355,intergenic
12.791164,-0.16697976,intergenic
12.711025,-0.16476625,intergenic
12.845705,-0.14475864,intergenic
12.644113,-0.112820216,intergenic
11.7723055,3.5105386,intergenic
9.080524,3.171908,intergenic
10.386381,3.2365901,intergenic
11.209729,3.2663121,intergenic
10.130626,2.5823922,intergenic
9.37022,2.5913699,intergenic
10.7459,1.531288,intergenic
10.673282,1.3461739,intergenic
10.073649,1.1330731,intergenic
7.752934,5.824738,intergenic
9.570517,2.0555277,intergenic
9.11348,3.7832477,intergenic
9.537007,4.1443067,intergenic
8.983051,2.8173134,intergenic
8.602416,1.2662436,intergenic
8.949705,-0.46746713,intergenic
8.443884,-2.207184,intergenic
8.545356,-2.3410044,intergenic
8.684974,-2.3799183,intergenic
9.230313,-1.9280609,intergenic
9.249661,-1.791932,intergenic
9.231714,-1.7207891,intergenic
8.783413,-2.1446676,intergenic
9.214595,-1.594058,intergenic
8.980486,-1.0693914,intergenic
8.921874,-1.120763,intergenic
8.871951,-1.2781318,intergenic
9.297378,-1.1729422,intergenic
9.287201,-1.3015671,intergenic
9.428941,-1.2260429,intergenic
9.403877,-1.1761639,intergenic
8.286328,-2.4780033,intergenic
8.242615,-2.631356,intergenic
7.729412,-2.7192473,intergenic
7.8067913,-2.7203016,intergenic
7.90424,-2.6800966,intergenic
7.916005,-2.4090924,intergenic
7.522301,-2.0732243,intergenic
7.5308843,-1.210248,intergenic
12.003652,3.495514,intergenic
11.971511,3.5775847,intergenic
12.992252,3.509989,intergenic
13.092188,3.461038,intergenic
12.937287,3.5501568,intergenic
10.791844,3.609901,intergenic
9.377575,4.1317563,intergenic
6.4599147,3.8534324,intergenic
5.1200647,3.861251,intergenic
4.907404,4.0051565,intergenic
4.804589,4.0554647,intergenic
4.516518,4.4187484,intergenic
12.589085,5.2159514,intergenic
12.633515,5.127655,intergenic
12.650905,5.051148,intergenic
12.622603,4.861336,intergenic
5.2214856,1.9401215,intergenic
2.2009957,3.2486115,intergenic
2.9103644,3.7526605,intergenic
1.6180147,6.536516,intergenic
1.7184796,7.034228,intergenic
1.7423279,7.1541166,intergenic
1.6682816,7.4056296,intergenic
1.6172218,7.147807,intergenic
0.5070832,6.3559995,intergenic
-0.30457914,5.7704577,intergenic
-0.33679307,5.377612,intergenic
-0.121992566,4.5658135,intergenic
-0.06822603,4.2029347,intergenic
0.7427927,4.14649,intergenic
1.0350634,3.7274897,intergenic
-0.2679238,-4.266945,intergenic
-0.0990668,-4.4418864,intergenic
-0.22582063,-4.1448054,intergenic
-0.85234314,-4.058836,intergenic
-0.34380555,-3.1795766,intergenic
-0.8790278,-4.218822,intergenic
-0.9609079,-4.228588,intergenic
-1.0082252,-4.1608896,intergenic
-0.97443426,-4.222249,intergenic
-0.9281834,-4.249153,intergenic
-0.841023,-4.2472744,intergenic
-0.5460987,-4.34612,intergenic
-0.107973814,-4.4593463,intergenic
-0.13442467,-3.917627,intergenic
0.70820355,-3.2563946,intergenic
0.8999521,-3.1161397,intergenic
0.8972638,-3.092193,intergenic
0.78029734,-3.1333218,intergenic
0.38002893,-3.1303198,intergenic
0.12718861,-3.1035612,intergenic
0.9717692,-3.0027716,intergenic
0.88222915,-3.044523,intergenic
-0.345123,-3.0162106,intergenic
-1.3449019,-2.7548938,intergenic
-1.3594071,-3.0264997,intergenic
3.203554,1.5760696,intergenic
-1.0650303,-2.9264665,intergenic
-1.3706324,-2.9171224,intergenic
-1.3112754,-2.9651206,intergenic
-1.7884297,-3.5491998,intergenic
-1.6381608,-3.4544463,intergenic
-1.650221,-3.680266,intergenic
-1.6480527,-3.7564006,intergenic
-1.6462892,-3.835893,intergenic
-1.4228535,-3.3470225,intergenic
-1.2797451,-3.3792303,intergenic
-1.3402334,-3.9065135,intergenic
-1.1583487,-4.6730175,intergenic
-1.0721585,-4.6967034,intergenic
-1.067767,-4.4002204,intergenic
-1.4503975,-3.9600518,intergenic
-1.4983896,-3.9382246,intergenic
2.2086027,3.6083481,intron
1.7948679,3.4078813,intron
1.6319839,3.40926,intron
1.3331106,3.258569,intron
2.5120218,0.9050521,intergenic
2.3907063,1.1483005,intergenic
2.4542887,1.2011656,intergenic
2.4072511,1.1863015,intergenic
2.4341588,1.2264928,intergenic
2.4929378,1.2966049,intergenic
2.669249,1.2468266,intergenic
2.550763,1.3118547,intergenic
-0.59562063,1.8735161,intergenic
3.1846685,1.5425241,intergenic
3.1122713,1.6183356,intergenic
3.0412455,1.6765468,intergenic
2.6975818,1.4872141,intergenic
2.6570683,1.3750108,intergenic
2.627356,1.3600727,intergenic
3.3306065,1.3451146,intergenic
1.8885652,2.1150365,intergenic
1.977915,2.404786,intergenic
1.9689339,2.405709,intergenic
3.4927974,2.3764486,intergenic
7.0866804,3.056051,intergenic
7.88688,3.9111745,intergenic
8.046493,3.8654351,intergenic
8.415878,2.8720875,intergenic
12.673839,3.6861641,intergenic
8.247682,2.9125087,intergenic
8.009713,3.008414,intergenic
12.272172,3.3973634,intergenic
11.874847,3.8103023,intergenic
9.807108,3.7929215,intergenic
11.96383,4.173329,intergenic
12.989709,4.0226655,intergenic
13.305602,3.978407,intergenic
13.2632475,3.9592156,intergenic
14.044288,0.26434043,intergenic
14.051127,0.082410395,intergenic
14.249482,-0.006939257,intergenic
14.030853,0.21477616,intergenic
13.306808,0.7882656,intergenic
10.57148,1.0826086,intergenic
8.54649,1.4207631,intergenic
8.568903,1.2026203,intergenic
7.9705524,3.8786569,intergenic
7.521438,5.6695156,intergenic
7.4629436,5.7672825,intergenic
7.4714413,5.8927445,intergenic
7.35609,3.4218464,intergenic
7.0479417,3.0048609,intergenic
7.055681,2.5877907,intergenic
7.531309,1.4046425,intergenic
8.0238495,-0.37988874,intergenic
8.192824,-0.6976158,intergenic
8.374138,-0.93020463,intergenic
8.395258,-1.6550299,intergenic
7.9732437,-1.8845422,intergenic
7.6904287,-2.0790143,intergenic
8.236923,-1.7392745,intergenic
8.624776,-1.6465032,intergenic
8.889187,-1.4705557,intergenic
8.870241,-1.3960356,intergenic
8.15905,-0.2651398,intergenic
8.13998,-0.23970757,intergenic
8.166168,-0.32152522,intergenic
8.766931,-0.6991094,intergenic
8.545636,-0.7501734,intergenic
8.457486,-0.9093217,intergenic
8.390334,-0.9092396,intergenic
8.339934,-0.98831874,intergenic
8.278384,-0.93529475,intergenic
8.511089,-0.7468688,intergenic
8.832341,-0.09136578,intergenic
8.669062,-0.63277805,intergenic
8.653227,0.5840771,intergenic
8.587097,0.9068237,intergenic
8.377578,0.31951225,intergenic
8.513199,0.5124092,intergenic
8.962083,0.67636764,intergenic
9.863375,0.8413494,intergenic
9.862292,0.7677698,intergenic
10.374405,0.9957292,intergenic
10.905206,1.2939686,intergenic
10.6371355,1.4236623,intergenic
11.678618,2.4328227,intergenic
11.955554,2.5516593,intergenic
12.599911,2.5903006,intergenic
12.718254,2.503634,intergenic
13.071225,1.8891124,intergenic
12.346671,1.8104194,intergenic
11.800046,1.7716266,intergenic
11.704588,2.122197,intergenic
12.259111,2.4526038,intergenic
12.110646,2.598598,intergenic
12.102697,2.6606908,intergenic
11.613321,3.1926422,intergenic
11.435523,3.0209498,intergenic
10.803953,2.4421532,intergenic
11.877087,3.1368742,intergenic
9.525633,2.5382762,intergenic
7.276375,5.4100857,intergenic
8.151373,4.0547686,intergenic
7.900971,4.3750606,intergenic
7.2564435,5.4601617,intergenic
8.337632,3.7462094,intergenic
8.7001,4.310982,intergenic
8.967029,4.153869,intergenic
9.704601,4.3873873,intergenic
9.689047,4.391035,intergenic
10.232897,5.10784,intergenic
9.704849,4.857086,intergenic
7.0928216,4.5871267,intergenic
9.382076,4.852051,intergenic
9.09592,4.859128,intergenic
9.719752,2.2365112,intergenic
9.644749,2.2830555,intergenic
10.116557,2.6025133,intergenic
11.067401,2.388435,intergenic
9.941218,2.7038136,intergenic
8.799676,4.293703,intergenic
11.454852,2.6411688,intergenic
12.066284,2.3658962,intergenic
11.802537,2.1600933,intergenic
11.731187,2.1649177,intergenic
11.232998,1.8878502,intergenic
11.177807,1.9000019,intergenic
11.850337,2.393182,intergenic
12.132385,2.2675335,intergenic
12.73812,2.6794086,intergenic
12.65312,2.6969392,intergenic
11.699658,2.7108479,intergenic
10.471171,2.0264578,intergenic
10.305128,1.9934566,intergenic
10.236296,1.8799094,intergenic
9.250344,2.9252,intergenic
10.912367,3.663833,intergenic
11.033788,4.147757,intergenic
11.930912,3.8149657,intergenic
11.894066,3.6756845,intergenic
12.349532,2.4842002,intergenic
11.979206,2.421369,intergenic
11.689249,2.5852525,intergenic
11.066112,2.0889516,intergenic
10.98745,2.5840106,intergenic
11.615161,2.6548405,intergenic
11.980477,2.697389,intergenic
12.41568,2.77986,intergenic
12.470652,2.6850994,intergenic
12.348675,2.5246892,intergenic
12.095545,2.0834994,intergenic
14.775598,1.0234206,intergenic
15.048129,0.80355334,intergenic
15.097978,0.8134675,intergenic
14.761453,1.006414,intergenic
12.270648,1.5531496,intergenic
14.55883,0.93482363,intergenic
14.228109,0.69369876,intergenic
14.0171385,0.5321663,intergenic
13.895514,0.45905653,intergenic
12.380914,4.0334544,intergenic
9.240915,3.1950393,intergenic
10.825527,3.6226275,intergenic
11.131319,3.9349458,intergenic
12.040457,3.698235,intergenic
10.41564,3.1573646,intergenic
8.716567,3.282146,intergenic
7.623504,5.0932703,intergenic
11.328694,3.2106245,intergenic
-1.9839085,1.0821129,intergenic
-1.8061789,1.1932101,intergenic
-1.3653783,1.6200197,intergenic
-1.0669751,1.6488324,intergenic
-1.0281364,1.6587042,intergenic
-0.9982417,1.8135204,intergenic
-1.4928893,2.041824,intergenic
-1.7066389,2.217732,intergenic
-1.7132144,2.323902,intergenic
-2.1662395,2.7394326,intergenic
-2.2677624,2.8272674,intergenic
-2.20794,2.7708979,intergenic
-1.7589308,2.3691316,intergenic
-1.7643301,2.302605,intergenic
-1.3059605,2.2260792,intergenic
-0.96462333,2.4199831,intergenic
0.25116077,2.4961793,intergenic
5.9971156,2.275823,intergenic
6.877236,3.4588184,intergenic
7.2195244,5.0631843,intergenic
7.336243,5.311487,intergenic
8.012791,3.537068,intergenic
8.338832,4.341247,intergenic
8.686331,4.393606,intergenic
10.725334,3.7703009,intergenic
10.876992,3.6854477,intergenic
12.118686,2.9727457,intergenic
12.616165,2.6950185,intergenic
12.368263,2.959499,intergenic
12.688264,2.9791615,intergenic
12.650491,2.9447691,intergenic
12.547381,2.80755,intergenic
12.268837,2.7994595,intergenic
13.38873,2.1617641,intergenic
11.705631,1.7777048,intergenic
11.153508,1.5595772,intergenic
8.901323,4.1749167,intergenic
10.876807,2.9479215,intergenic
9.322646,3.6481109,intergenic
10.948107,1.9649496,intergenic
14.080797,1.283463,intergenic
14.071286,1.2113171,intergenic
11.874651,1.6345013,intergenic
8.254849,4.969103,intergenic
9.932629,2.8401282,intergenic
11.735101,2.5511723,intergenic
11.574013,2.9037983,intergenic
11.644615,3.1438596,intergenic
11.537713,3.1844966,intergenic
9.359911,2.1456628,intergenic
12.84052,3.1368587,intergenic
13.254599,2.713736,intergenic
11.175052,2.7289655,intergenic
10.990703,2.5711436,intergenic
11.560446,2.9471517,intergenic
11.758334,3.2056649,intergenic
9.742803,2.459445,intergenic
8.846152,2.1151998,intergenic
8.366178,1.9086522,intergenic
9.248486,0.55081075,intergenic
9.618905,0.27200526,intergenic
10.353489,0.3576912,intergenic
10.2485695,-0.41280806,intergenic
9.881814,-0.8200976,intergenic
9.961509,-1.1895875,intergenic
9.644517,-1.5683836,intergenic
9.796698,-1.4023572,intergenic
9.728791,-1.7007614,intergenic
9.211461,-2.5858142,intergenic
9.286441,-2.6315038,intergenic
9.432361,-2.3354025,intergenic
9.249433,-2.590203,intergenic
9.524887,-1.2032052,intergenic
8.890946,0.57004154,intergenic
7.589695,3.7346733,intergenic
7.733067,3.8647711,intergenic
8.093608,2.5418947,intergenic
9.016152,1.6062007,intergenic
9.791502,1.0973234,intergenic
10.569508,1.5661838,intergenic
10.916502,2.1423194,intergenic
11.476654,2.444513,intergenic
11.714058,2.4596047,intergenic
11.699142,2.565026,intergenic
11.227106,2.0168302,intergenic
10.813499,1.8955599,intergenic
10.880047,2.2821627,intergenic
11.001621,2.4112358,intergenic
11.109386,2.3855126,intergenic
11.15841,2.3449957,intergenic
10.831609,1.9047366,intergenic
10.701375,1.1614225,intergenic
10.600826,1.05029,intergenic
